,,price,price,price,power,power,power,mileage,mileage,mileage,fuelConsumption,fuelConsumption,fuelConsumption,age,age,age
,,mean,min,max,mean,min,max,mean,min,max,mean,min,max,mean,min,max
Ford,Transit Custom,28842.5994005994,4650,82900,127.8746854554605,8.0,188.0,69741.62098393575,0.0,392320.0,6.5856261566934124,2.5,99.0,3.0724275724275723,0,21
Ford,Windstar,2013.0,1250,2790,155.66666666666666,147.0,173.0,238846.33333333334,140000.0,310997.0,13.066666666666668,12.8,13.2,20.0,18,21
Jeep,Cherokee,21073.410738255032,2600,39990,176.1216216216216,114.0,290.0,98537.90067114095,1.0,410291.0,6.736973478939123,1.0,15.5,7.323489932885906,1,22
Jeep,Commander,12469.90909090909,6990,17900,224.27272727272728,218.0,303.0,203160.4090909091,67705.0,332000.0,10.85263157894737,10.2,14.8,14.818181818181818,12,16
Jeep,Compass,24902.294811320753,2650,49975,141.17541371158393,88.0,241.0,43849.635849056605,0.0,279000.0,5.747183098591561,1.0,66.0,3.044811320754717,0,15
Jeep,Gladiator,69608.28387096775,46844,194990,265.61785714285713,76.0,710.0,2441.4983277591973,0.0,35335.0,8.88513513513512,7.9,16.5,0.6580645161290323,0,3
Jeep,Grand Cherokee,33006.04618117229,3900,117900,274.5298840321142,140.0,710.0,110400.18844444444,1.0,420000.0,9.189615784008305,6.0,17.1,7.324156305506217,0,22
Jeep,Others,32805.375,4200,36499,202.25,200.0,218.0,79370.4375,43948.0,211000.0,8.577777777777778,8.1,10.3,7.5,6,16
Jeep,Patriot,8752.863636363636,3800,14990,153.0909090909091,120.0,175.0,156367.61363636365,12400.0,296000.0,7.088571428571426,6.5,9.1,12.431818181818182,5,15
Jeep,Renegade,20177.5625,9500,42700,126.2272557094721,8.0,241.0,51751.77484183104,0.0,2533880.0,5.307055961070614,1.9,9.1,3.3530505952380953,0,8
Jeep,Wagoneer,154497.57142857142,115500,199990,394.5,392.0,397.0,93.0,1.0,322.0,12.4,12.4,12.4,0.14285714285714285,0,1
Jeep,Willys,13897.5,2895,24900,36.0,19.0,53.0,30338.5,10.0,60667.0,,,,4.0,0,8
Jeep,Wrangler,51938.260518731986,8500,134990,247.96077283372367,118.0,517.0,48028.684757505776,0.0,364000.0,8.54077669902912,1.0,99.9,4.568876080691643,0,22
Land Rover,Defender,66443.39968404423,13900,265000,189.41167066346924,113.0,566.0,76736.37717908082,0.0,459000.0,9.562076271186456,2.8,14.8,7.408372827804107,0,22
Land Rover,Discovery,37647.21212121212,2500,132402,233.24542124542126,111.0,360.0,125717.34424242424,0.0,700000.0,7.882468443197701,4.7,16.7,7.1054545454545455,0,22
Land Rover,Discovery Sport,33215.17931034483,12990,83990,167.88580441640377,110.0,309.0,76036.23848580441,0.0,259000.0,5.660323886639694,1.6,10.0,4.033228840125392,0,8
Land Rover,Freelander,8471.16,900,18500,147.4829721362229,97.0,241.0,194295.26153846155,5000.0,437913.0,7.499651567944254,6.0,12.4,13.984615384615385,7,22
Land Rover,Others,28486.460093896712,5890,93900,178.63849765258215,109.0,518.0,108875.04225352113,10.0,349846.0,6.263333333333341,4.0,11.1,6.854460093896714,0,21
Land Rover,Range Rover,61763.21003963012,3750,229900,308.7046979865772,111.0,566.0,124920.97622192866,1.0,450000.0,9.114516129032262,2.0,16.4,7.537648612945839,0,22
Land Rover,Range Rover Evoque,34365.22829470771,10950,89042,169.47705146036162,16.0,309.0,75635.48365785813,0.0,547000.0,5.612456140350912,1.0,14.9,4.705984088550674,0,11
Land Rover,Range Rover Sport,54172.74442863916,3000,219900,297.3290167865707,116.0,575.0,108254.55286865814,0.0,475765.0,8.091470258136848,0.0,32.3,6.137505926979611,0,19
Land Rover,Range Rover Velar,60230.17910447761,34990,124900,250.75801011804384,143.0,551.0,55245.12136325852,0.0,209000.0,6.137221095334692,2.2,11.8,2.824212271973466,0,6
Mercedes-Benz,170,27100.0,14900,34900,170.0,170.0,170.0,145457.8,56289.0,358600.0,5.633333333333333,5.5,5.9,4.6,4,7
Mercedes-Benz,180,21345.291228070175,2190,31599,112.68231046931407,1.0,156.0,63889.217543859646,15528.0,220000.0,4.133898305084749,3.8,9.0,5.368421052631579,1,19
Mercedes-Benz,200,20941.20779220779,850,57588,149.9934210526316,8.0,212.0,86742.85714285714,3484.0,422500.0,6.965185185185198,4.0,9.9,8.597402597402597,1,22
Mercedes-Benz,210/310,24869.624732422195,399,499999,187.8051391862955,75.0,700.0,121462.317306109,12.0,1990000.0,6.921218218401356,0.6,16.5,9.30166309896262,0,22
Mercedes-Benz,220,27053.07594936709,4600,69999,175.36054421768708,143.0,194.0,86628.41139240506,3264.0,244000.0,4.965753424657533,4.0,7.1,6.6455696202531644,1,20
Mercedes-Benz,230,5754.142857142857,2999,9999,197.0,197.0,197.0,185905.38095238095,87759.0,333000.0,9.805263157894737,8.7,10.1,20.761904761904763,19,22
Mercedes-Benz,250,39014.6213592233,23990,86869,201.61764705882354,160.0,224.0,41299.155339805824,2838.0,120000.0,3.2666666666666653,1.0,7.3,3.145631067961165,0,10
Mercedes-Benz,270,8493.333333333334,6500,9990,170.0,170.0,170.0,228191.66666666666,217000.0,234575.0,,,,19.666666666666668,18,21
Mercedes-Benz,280,13434.833333333334,5000,19490,223.1,190.0,231.0,309091.9166666667,93093.0,2004000.0,9.571428571428571,9.5,9.9,15.416666666666666,14,17
Mercedes-Benz,300,74893.33333333333,63989,87899,229.6,194.0,239.0,15328.0,5952.0,39480.0,6.375,5.9,6.8,4.333333333333333,1,18
Mercedes-Benz,320,8653.357142857143,2490,13900,219.28571428571428,218.0,224.0,180804.64285714287,99205.0,319800.0,10.230769230769228,7.6,11.1,19.428571428571427,13,22
Mercedes-Benz,350,31059.136363636364,10500,104398,267.275,231.0,324.0,91018.06818181818,5480.0,196000.0,10.105263157894735,8.5,11.5,10.477272727272727,1,19
Mercedes-Benz,400,129890.0,129890,129890,330.0,330.0,330.0,8000.0,8000.0,8000.0,6.9,6.9,6.9,0.0,0,0
Mercedes-Benz,420,13500.0,13500,13500,306.0,306.0,306.0,185000.0,185000.0,185000.0,,,,14.0,14,14
Mercedes-Benz,450,103490.0,103490,103490,367.0,367.0,367.0,2999.0,2999.0,2999.0,8.5,8.5,8.5,0.0,0,0
Mercedes-Benz,500,16154.666666666666,7500,29990,330.1666666666667,306.0,408.0,147820.5,83000.0,260000.0,12.825,11.4,13.4,18.666666666666668,12,21
Mercedes-Benz,600,17110.0,7550,28990,367.0,367.0,367.0,135966.66666666666,89700.0,225000.0,13.4,13.4,13.4,21.333333333333332,21,22
Mercedes-Benz,A 140,3331.8815789473683,399,32990,88.38157894736842,82.0,224.0,161433.56578947368,38500.0,375354.0,7.14642857142857,6.2,7.8,18.526315789473685,3,22
Mercedes-Benz,A 150,5025.77628032345,995,28400,95.95956873315365,95.0,150.0,139922.88409703504,115.0,299289.0,6.568501529052006,5.8,7.2,14.878706199460916,3,21
Mercedes-Benz,A 160,13198.680698151951,350,35900,97.32682425488181,60.0,122.0,101475.62114989733,1354.0,441000.0,5.705624296962921,1.5,11.7,8.783367556468173,0,22
Mercedes-Benz,A 170,3509.762114537445,200,7850,109.15178571428571,90.0,116.0,168938.07488986783,44347.0,999999.0,6.287864077669891,4.9,7.3,17.05726872246696,13,22
Mercedes-Benz,A 180,20316.412020905922,900,49073,118.65920325676069,1.0,175.0,83226.37137049942,1.0,413439.0,4.835234215885852,1.0,7.6,5.622822299651568,0,21
Mercedes-Benz,A 190,3241.25,1090,6950,125.05,125.0,126.0,150264.95,49800.0,285123.0,7.79375,7.5,8.2,19.65,18,22
Mercedes-Benz,A 200,26316.823391812864,1099,51999,151.847146207975,116.0,196.0,58342.37309941521,1.0,465950.0,5.048942042318292,0.0,20.0,4.189863547758285,0,18
Mercedes-Benz,A 210,3588.0,1000,7799,140.04545454545453,140.0,141.0,145182.4090909091,72000.0,242968.0,8.000000000000002,7.9,8.2,19.5,18,20
Mercedes-Benz,A 220,33657.87377279103,13700,50759,186.9311797752809,136.0,193.0,42221.28190743338,2.0,240000.0,5.293468118195978,3.9,8.7,3.0042075736325384,0,9
Mercedes-Benz,A 250,36554.122398001666,12850,49500,197.01937657961247,160.0,275.0,32629.196502914237,6.0,220000.0,4.447719688542855,0.9,7.5,2.6353039134054956,0,10
Mercedes-Benz,A 35 AMG,49753.67149758454,23900,63990,305.6014492753623,136.0,310.0,26411.031400966185,50.0,105000.0,7.397860962566852,1.0,10.2,1.9879227053140096,0,4
Mercedes-Benz,A 45 AMG,42350.433707865166,15949,109950,378.54954954954957,109.0,427.0,63052.05617977528,20.0,229226.0,7.312690355329994,4.9,9.2,4.883146067415731,0,9
Mercedes-Benz,AMG GT,143356.5014084507,45900,538000,518.4985875706215,367.0,843.0,27389.497183098592,1.0,143302.0,10.658184764991928,3.7,13.2,2.9816901408450702,0,10
Mercedes-Benz,Actros,41965.0,39930,44000,490.0,450.0,530.0,697400.0,630000.0,764800.0,,,,6.0,6,6
Mercedes-Benz,Atego,34070.28571428572,4300,145500,213.5,122.0,394.0,306517.5714285714,59500.0,758000.0,,,,15.0,4,21
Mercedes-Benz,B 150,6370.075757575758,1650,32669,98.63636363636364,95.0,150.0,144687.78787878787,9.0,319058.0,6.516981132075471,1.5,7.1,14.515151515151516,1,17
Mercedes-Benz,B 160,16021.871559633028,2950,31750,96.8256880733945,90.0,116.0,87085.8256880734,4890.0,207819.0,5.367032967032972,4.0,7.3,6.944954128440367,0,17
Mercedes-Benz,B 170,5870.753846153846,1700,9990,116.16279069767442,116.0,136.0,152977.43076923076,52000.0,305428.0,7.011320754716981,6.4,7.6,14.807692307692308,12,17
Mercedes-Benz,B 180,20983.022614622056,1500,44990,119.94447890818859,102.0,163.0,73059.81753407682,6.0,1240000.0,5.090341701534152,1.2,16.4,5.621437422552664,0,17
Mercedes-Benz,B 200,24294.818857408267,1499,48222,150.4153488372093,109.0,193.0,68512.00185787273,1.0,1453000.0,5.359146020031514,4.0,8.2,5.316302833255922,0,17
Mercedes-Benz,B 220,31783.76902887139,12990,50990,186.21315789473684,170.0,224.0,43149.53018372703,250.0,395900.0,5.463428571428586,4.0,7.4,3.4120734908136483,0,9
Mercedes-Benz,B 250,38614.78102189781,13800,48449,184.3507462686567,156.0,262.0,20372.27493917275,800.0,202433.0,3.431353135313527,1.0,7.7,2.1849148418491486,0,10
Mercedes-Benz,B Electric Drive,21490.625,8825,28500,148.125,88.0,184.0,44703.625,14000.0,141320.0,,,,6.875,3,12
Mercedes-Benz,C 160,23821.842857142856,3400,37945,133.4558823529412,116.0,245.0,74363.17142857143,3815.0,277019.0,6.103846153846154,4.3,8.2,5.742857142857143,1,17
Mercedes-Benz,C 180,24679.780523683436,650,71215,148.37912735849056,109.0,190.0,84611.32215357458,1.0,413440.0,6.237933289731872,0.0,9.8,6.551338629008532,0,22
Mercedes-Benz,C 200,27110.35034943786,750,63900,165.79134937557112,101.0,265.0,91364.67304770586,1.0,581000.0,5.875187202178387,0.0,86.7,5.953813430568216,0,22
Mercedes-Benz,C 220,29423.616289873025,750,78980,181.28558139534883,116.0,231.0,97668.6174101611,1.0,590986.0,4.841586538461528,1.0,12.0,5.133168163518117,0,22
Mercedes-Benz,C 230,7207.298245614035,2400,19990,201.7017543859649,192.0,230.0,170758.35087719298,1.0,330416.0,9.471153846153848,8.3,10.2,16.05263157894737,13,22
Mercedes-Benz,C 240,5073.155555555555,1795,10990,170.0,170.0,170.0,159700.64444444445,48367.0,314989.0,10.882499999999997,10.4,11.3,20.177777777777777,17,22
Mercedes-Benz,C 250,24468.279761904763,4950,39990,205.575,170.0,241.0,116863.92380952381,1.0,342000.0,5.3115334207077165,4.0,9.3,6.741666666666666,4,14
Mercedes-Benz,C 270,3901.2580645161293,1450,8990,169.32258064516128,143.0,173.0,244420.03225806452,78182.0,489000.0,7.176923076923076,6.8,7.9,19.387096774193548,17,21
Mercedes-Benz,C 280,9137.66037735849,3290,16744,231.0,230.0,232.0,167345.16981132075,63426.0,299900.0,9.708000000000004,9.2,10.6,15.11320754716981,12,17
Mercedes-Benz,C 30 AMG,22995.0,8000,37990,238.0,231.0,245.0,112443.5,69887.0,155000.0,7.9,7.9,7.9,11.0,3,19
Mercedes-Benz,C 300,38408.97344753747,2790,78989,222.1599654128837,116.0,510.0,54625.31276778063,1.0,360000.0,5.4111500000000765,0.5,13.7,4.03169164882227,0,22
Mercedes-Benz,C 32 AMG,14705.6,8500,35000,346.2,170.0,382.0,164521.75,53476.0,274073.0,11.194117647058825,5.1,11.9,19.5,10,21
Mercedes-Benz,C 320,7189.986301369863,1550,19900,220.57746478873239,124.0,300.0,206100.08219178082,29147.0,368500.0,8.933870967741937,6.5,11.5,16.63013698630137,13,22
Mercedes-Benz,C 350,24502.577319587628,2950,129900,224.22769953051642,1.0,510.0,127118.2206185567,1825.0,474115.0,4.499754299754266,1.7,13.4,7.45979381443299,1,21
Mercedes-Benz,C 400,43373.86345381526,24490,77889,333.0,332.0,334.0,55191.62248995984,1450.0,197000.0,7.8530701754385985,7.0,8.7,3.7429718875502007,0,8
Mercedes-Benz,C 43 AMG,52140.92760942761,16950,98500,377.8532883642496,306.0,423.0,53178.53198653198,2868.0,247000.0,8.721480144404318,7.0,11.5,3.702020202020202,0,22
Mercedes-Benz,C 450,35370.375,7950,56730,346.46875,156.0,510.0,106795.9375,21000.0,217000.0,7.6035714285714295,4.3,12.0,6.3125,3,13
Mercedes-Benz,C 55 AMG,26074.29411764706,18750,49900,367.1764705882353,367.0,368.0,134503.0588235294,15500.0,284400.0,12.140000000000004,11.9,12.3,16.764705882352942,15,18
Mercedes-Benz,C 63 AMG,48875.3825648415,2500,131738,354.16847433116413,116.0,730.0,74897.54610951009,1.0,499000.0,7.806188118811815,1.3,13.7,5.491354466858789,0,22
Mercedes-Benz,CE 220,30445.0,11990,48900,172.0,150.0,194.0,117932.0,30864.0,205000.0,5.3,5.3,5.3,11.0,3,19
Mercedes-Benz,CL,34965.51869918699,3490,149000,167.949860724234,91.0,525.0,47914.92520325203,5.0,401355.0,8.182857142857141,3.7,14.9,3.7626016260162602,0,22
Mercedes-Benz,CL 160,13700.0,13700,13700,,,,33531.0,33531.0,33531.0,,,,12.0,12,12
Mercedes-Benz,CL 180,4900.0,4900,4900,129.0,129.0,129.0,134000.0,134000.0,134000.0,9.5,9.5,9.5,21.0,21,21
Mercedes-Benz,CL 200,6267.5,3950,7990,142.5,122.0,163.0,172079.75,121500.0,198350.0,8.6,8.6,8.6,14.25,12,18
Mercedes-Benz,CL 220,8735.0,7480,9990,152.0,152.0,152.0,157250.0,145000.0,169500.0,,,,13.0,13,13
Mercedes-Benz,CL 230,2999.0,2999,2999,192.0,192.0,192.0,219219.0,219219.0,219219.0,,,,17.0,17,17
Mercedes-Benz,CL 320,12065.0,8890,15480,199.0,124.0,224.0,190486.75,148429.0,273500.0,,,,13.75,13,14
Mercedes-Benz,CL 500,20166.959349593497,5990,42490,366.327868852459,306.0,526.0,149972.63414634147,0.0,312000.0,11.913131313131306,1.0,13.4,15.861788617886178,8,22
Mercedes-Benz,CL 55 AMG,22617.03846153846,7000,47481,422.04,360.0,649.0,143190.42307692306,11200.0,298000.0,13.187499999999996,13.0,13.8,19.46153846153846,17,22
Mercedes-Benz,CL 600,21830.689655172413,6895,51500,431.5964912280702,367.0,517.0,126255.81034482758,28355.0,257000.0,13.80769230769231,13.3,14.7,18.637931034482758,11,22
Mercedes-Benz,CL 63 AMG,42074.916666666664,24990,99999,534.0,445.0,571.0,120891.25,22399.0,215372.0,12.73529411764706,9.9,14.9,12.541666666666666,2,21
Mercedes-Benz,CL 65 AMG,48335.0,26490,85000,612.0,612.0,612.0,138405.0,100620.0,171000.0,14.9,14.9,14.9,16.75,14,18
Mercedes-Benz,CLA 180,28977.52932828761,12000,51603,123.98435277382646,7.0,174.0,54208.10548722801,0.0,310000.0,5.312740656851609,3.0,8.4,3.488174077578051,0,9
Mercedes-Benz,CLA 200,31093.014292094686,10999,57829,149.48995087092453,135.0,211.0,59428.204108977225,1.0,295000.0,5.073250620347371,1.5,9.0,3.396158999553372,0,9
Mercedes-Benz,CLA 220,31681.24254881809,11300,54900,180.5868448098664,136.0,190.0,73849.42446043165,150.0,345369.0,4.832332563510405,3.9,10.0,4.082219938335046,0,9
Mercedes-Benz,CLA 250,42958.52220888355,13500,57500,196.09866017052374,158.0,262.0,28958.84393757503,10.0,224900.0,4.713057851239685,1.0,7.6,2.4057623049219687,0,9
Mercedes-Benz,CLA 35 AMG,56171.22556390977,42999,98995,306.0,306.0,306.0,22237.218045112782,7.0,89124.0,7.475213675213677,6.0,8.5,1.4887218045112782,0,3
Mercedes-Benz,CLA 45 AMG,49866.09948979592,21500,92900,385.1530612244898,136.0,441.0,52357.50255102041,8.0,198000.0,7.6527322404371825,3.5,9.0,3.9030612244897958,0,9
Mercedes-Benz,CLC,8409.373493975903,1450,13450,154.78313253012047,122.0,272.0,162480.56626506025,57231.0,350000.0,7.249333333333328,5.7,10.2,12.855421686746988,4,20
Mercedes-Benz,CLK,12700.520833333334,4500,135000,207.2888888888889,136.0,514.0,167945.5625,18000.0,290000.0,8.373333333333335,6.4,10.9,17.3125,12,22
Mercedes-Benz,CLK 200,7161.644128113879,950,17990,165.52669039145908,136.0,193.0,166344.2206405694,30100.0,387998.0,9.208730158730177,6.5,12.2,18.05338078291815,13,22
Mercedes-Benz,CLK 220,8566.441176470587,3999,12990,152.61764705882354,129.0,204.0,190220.32352941178,52000.0,332000.0,6.3241379310344845,1.2,6.9,14.058823529411764,12,17
Mercedes-Benz,CLK 230,5211.08,1900,14980,196.0,193.0,197.0,184601.56,62700.0,330006.0,9.763157894736839,9.6,10.4,21.08,19,22
Mercedes-Benz,CLK 240,5948.642857142857,2999,11950,169.9047619047619,163.0,173.0,189437.33333333334,58450.0,316004.0,10.926315789473682,8.6,15.1,18.928571428571427,17,20
Mercedes-Benz,CLK 270,4824.571428571428,1900,9400,170.0,170.0,170.0,207979.2857142857,104143.0,328000.0,6.779999999999999,6.6,7.2,18.238095238095237,17,20
Mercedes-Benz,CLK 280,11884.327586206897,3950,22950,230.06896551724137,170.0,234.0,139857.22413793104,70000.0,285000.0,9.548076923076922,9.2,10.1,15.551724137931034,12,18
Mercedes-Benz,CLK 320,8434.318181818182,1499,16950,219.39772727272728,197.0,224.0,172607.04545454544,40500.0,504674.0,9.469620253164555,6.9,11.1,18.386363636363637,13,22
Mercedes-Benz,CLK 350,13557.07142857143,6050,29900,272.0,272.0,272.0,133515.35714285713,22977.0,221542.0,10.103703703703705,9.4,10.4,15.857142857142858,13,17
Mercedes-Benz,CLK 430,11870.0,5800,25950,279.0,279.0,279.0,171560.88888888888,112566.0,237896.0,11.771428571428572,11.4,12.4,21.333333333333332,20,22
Mercedes-Benz,CLK 500,13975.5,5500,24999,320.60714285714283,306.0,387.0,147243.2142857143,38000.0,266850.0,11.86521739130435,9.5,16.4,17.642857142857142,13,20
Mercedes-Benz,CLK 55 AMG,23616.714285714286,11500,45000,359.2857142857143,347.0,373.0,138681.10714285713,50000.0,259000.0,12.095000000000002,11.7,12.8,19.678571428571427,16,22
Mercedes-Benz,CLK 63 AMG,80610.4375,14900,149950,471.375,163.0,508.0,74037.1875,7822.0,143024.0,13.961538461538462,8.5,15.3,15.0625,14,19
Mercedes-Benz,CLS,33765.6582278481,6490,152612,271.97435897435895,163.0,585.0,115577.43037974683,10.0,290000.0,6.646153846153846,4.1,14.5,7.886075949367089,0,18
Mercedes-Benz,CLS 220,50015.34375,19800,71950,184.578125,163.0,194.0,49161.25,3001.0,200000.0,4.812962962962966,4.0,5.3,3.1875,0,8
Mercedes-Benz,CLS 250,24274.17391304348,13900,36390,204.0326086956522,204.0,207.0,143805.38043478262,46000.0,260000.0,5.212941176470592,4.6,5.7,7.739130434782608,4,11
Mercedes-Benz,CLS 280,13066.9,8799,19991,231.3,231.0,234.0,176864.9,81000.0,265000.0,8.657142857142858,0.2,10.2,13.4,13,14
Mercedes-Benz,CLS 300,60273.93548387097,15999,82888,250.67741935483872,231.0,265.0,44622.67741935484,3000.0,125650.0,5.5625,5.0,10.2,2.661290322580645,0,13
Mercedes-Benz,CLS 320,11036.179104477613,3900,33000,223.8507462686567,211.0,227.0,209821.62686567163,43830.0,420000.0,7.7316666666666745,7.0,8.1,14.701492537313433,12,17
Mercedes-Benz,CLS 350,29247.52727272727,3999,115350,271.9959595959596,204.0,313.0,133738.21616161618,15.0,372090.0,6.882405345211569,4.7,10.6,8.842424242424242,0,18
Mercedes-Benz,CLS 400,66108.50261780104,22900,113000,333.61052631578946,170.0,345.0,54423.56544502618,1087.0,174680.0,6.466853932584271,4.9,12.1,2.8952879581151834,0,8
Mercedes-Benz,CLS 450,69526.09345794392,46500,96900,367.4018691588785,299.0,389.0,36686.30841121495,1541.0,122000.0,8.027272727272724,6.9,8.5,2.2149532710280373,0,4
Mercedes-Benz,CLS 500,22132.260416666668,7450,48990,375.4270833333333,306.0,500.0,149981.17708333334,34459.0,395984.0,10.683695652173919,8.7,12.1,12.71875,5,18
Mercedes-Benz,CLS 53 AMG,89066.36082474227,60950,124900,435.2061855670103,367.0,457.0,29954.94845360825,2100.0,124491.0,8.90340909090909,8.0,9.6,1.9793814432989691,0,4
Mercedes-Benz,CLS 55 AMG,27003.0625,12980,49995,461.375,204.0,514.0,114605.25,50000.0,197000.0,12.949999999999998,5.8,13.6,15.75,7,18
Mercedes-Benz,CLS 63 AMG,43982.29787234042,17990,117999,546.6063829787234,494.0,586.0,114297.5425531915,217.0,241000.0,11.04157303370786,9.4,14.5,9.914893617021276,4,16
Mercedes-Benz,Citan,18455.7774049217,5400,34980,97.48984198645599,75.0,131.0,68027.19260918253,0.0,360000.0,4.925366568914963,4.0,58.0,3.417225950782998,0,10
Mercedes-Benz,E 200,34032.717617659306,1490,82650,173.357530246141,116.0,252.0,83222.45605997501,1.0,776500.0,6.2069361506660155,2.0,11.4,5.347355268638068,0,22
Mercedes-Benz,E 220,34239.77068379297,998,73900,186.23960695389266,136.0,220.0,96472.05175670571,1.0,545000.0,4.968219633943397,3.0,9.4,5.092935398564412,0,22
Mercedes-Benz,E 230,9101.4,2800,16750,201.3,177.0,204.0,181954.1,60750.0,330000.0,9.642857142857142,7.6,10.1,14.6,13,18
Mercedes-Benz,E 240,5615.219780219781,1898,14900,174.92307692307693,170.0,177.0,193664.95604395604,65000.0,449778.0,10.772499999999992,9.9,11.4,19.307692307692307,16,22
Mercedes-Benz,E 250,20822.09292929293,6666,59381,205.60162601626016,160.0,230.0,134066.1393939394,10.0,450000.0,5.957683741648103,1.0,11.4,9.028282828282828,0,13
Mercedes-Benz,E 270,4192.866666666667,1150,25800,176.37777777777777,163.0,272.0,278762.2444444444,116000.0,950000.0,6.9756756756756735,6.5,7.6,18.977777777777778,16,21
Mercedes-Benz,E 280,6628.020547945205,800,32795,207.41379310344828,173.0,232.0,223685.7602739726,1.0,594000.0,8.736496350364959,6.9,11.5,15.979452054794521,5,22
Mercedes-Benz,E 290,9750.0,9750,9750,224.0,224.0,224.0,207865.0,207865.0,207865.0,,,,15.0,15,15
Mercedes-Benz,E 300,52542.90320470896,6700,80990,222.1078755790867,193.0,333.0,41363.696533682145,5.0,441600.0,3.821102661596952,1.0,44.0,2.343361674296926,0,14
Mercedes-Benz,E 320,7367.609929078014,1200,39900,219.04285714285714,152.0,272.0,240957.21276595743,30000.0,511318.0,8.618749999999999,6.6,11.5,17.02836879432624,4,22
Mercedes-Benz,E 350,27922.998401278976,3900,93415,264.0517380759903,211.0,320.0,132123.9664268585,26.0,470000.0,6.409579230080626,2.1,11.2,8.000799360511591,1,17
Mercedes-Benz,E 36 AMG,16850.0,15850,17850,241.5,231.0,252.0,208500.0,187300.0,229700.0,,,,10.5,9,12
Mercedes-Benz,E 400,53306.28451380552,3990,99690,335.9387755102041,260.0,367.0,63128.08763505402,1200.0,240828.0,6.632026143790872,4.9,9.9,3.3145258103241297,0,18
Mercedes-Benz,E 420,11055.25,8750,13991,314.0,314.0,314.0,250525.5,199202.0,320000.0,9.3,9.3,9.3,15.0,14,16
Mercedes-Benz,E 43 AMG,51716.39215686275,20850,136849,399.1764705882353,204.0,476.0,82257.22549019608,5000.0,164500.0,8.407407407407407,7.6,8.6,4.8431372549019605,0,9
Mercedes-Benz,E 430,34021.36363636364,7500,123456,299.2,258.0,401.0,155066.45454545456,56528.0,261166.0,9.8375,6.7,12.9,14.909090909090908,4,22
Mercedes-Benz,E 450,66459.76404494382,38980,91979,367.24719101123594,367.0,389.0,25150.016853932586,1190.0,122025.0,8.526708074534158,7.0,14.5,1.6404494382022472,0,4
Mercedes-Benz,E 50 AMG,15203.733333333334,4900,25900,361.07142857142856,306.0,408.0,195328.33333333334,66540.0,349000.0,11.423076923076925,9.4,12.9,14.266666666666667,10,20
Mercedes-Benz,E 500,18497.99300699301,3900,61947,359.1958041958042,306.0,476.0,164212.53146853147,1.0,411326.0,11.04793388429753,8.9,12.6,14.223776223776223,6,20
Mercedes-Benz,E 53 AMG,75752.85433070867,20490,117203,433.78740157480314,109.0,457.0,39366.35826771653,2999.0,174717.0,8.825104602510462,6.0,11.9,2.283464566929134,0,4
Mercedes-Benz,E 55 AMG,21551.297872340427,11499,48000,443.80434782608694,354.0,528.0,172578.10638297873,20200.0,310000.0,12.987878787878785,10.8,13.6,18.574468085106382,15,22
Mercedes-Benz,E 550,29562.666666666668,21888,39850,223.0,194.0,252.0,105306.33333333333,49991.0,175000.0,5.4,5.3,5.5,7.666666666666667,3,11
Mercedes-Benz,E 63 AMG,73771.54782608696,15999,156900,588.2994186046511,514.0,850.0,77785.93623188406,1.0,320000.0,10.794039735099368,8.8,16.4,5.542028985507247,0,16
Mercedes-Benz,EQA,55704.642105263156,47590,69900,192.49382716049382,109.0,292.0,9429.684210526315,32.0,25786.0,,,,0.8736842105263158,0,2
Mercedes-Benz,EQA 250,56431.51851851852,45900,65900,185.8395061728395,109.0,258.0,9927.135802469136,44.0,34000.0,,,,0.9382716049382716,0,2
Mercedes-Benz,EQA 300,62150.0,60800,63500,228.0,228.0,228.0,3500.0,1000.0,6000.0,,,,0.0,0,0
Mercedes-Benz,EQB 300,60289.14932126697,53380,72226,228.11764705882354,190.0,292.0,8331.615384615385,7.0,19999.0,0.0,0.0,0.0,0.058823529411764705,0,1
Mercedes-Benz,EQB 350,66105.65,54920,73444,284.0,228.0,292.0,7933.525,2001.0,25000.0,0.0,0.0,0.0,0.0125,0,1
Mercedes-Benz,EQC 400,73969.4962406015,58400,122900,404.4175531914894,196.0,409.0,14463.511278195489,56.0,64410.0,,,,1.4736842105263157,0,3
Mercedes-Benz,EQE 350,89189.55263157895,71990,102444,287.4594594594595,124.0,292.0,8106.815789473684,1.0,14900.0,,,,0.0,0,0
Mercedes-Benz,EQS,130604.45886075949,63380,193970,357.6756756756757,231.0,658.0,6102.793650793651,5.0,19049.0,,,,0.189873417721519,0,1
Mercedes-Benz,EQV 300,72987.25423728813,9000,94949,202.15929203539824,95.0,228.0,7572.572649572649,1.0,29250.0,,,,1.1779661016949152,0,2
Mercedes-Benz,G,48975.71264367816,15990,899500,208.8372093023256,109.0,799.0,64952.09195402299,1.0,308000.0,6.831395348837208,1.9,16.7,4.425287356321839,0,21
Mercedes-Benz,G 270,41957.055555555555,25999,84450,156.0,156.0,156.0,224732.83333333334,45396.0,499000.0,11.075000000000003,10.9,13.0,18.333333333333332,16,20
Mercedes-Benz,G 280,13517.5,12345,14690,184.0,184.0,184.0,140000.0,140000.0,140000.0,13.5,13.5,13.5,12.0,12,12
Mercedes-Benz,G 290,60500.0,36000,85000,120.0,120.0,120.0,196500.0,165000.0,228000.0,10.7,10.7,10.7,21.5,21,22
